Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,mlg,age,make,model,mileage_new,engine_new,power_new,KM_Driven
Chennai,Petrol,Manual,First,5,1.45,14,15,maruti,wagon,14,1061,64,66
Kolkata,Diesel,Manual,First,5,2.49,22.07,9,volkswagen,polo,22.07,1199,73.9,66
Hyderabad,Diesel,Manual,First,5,6.25,22.7,6,ford,ecosport,22.7,1498,89.84,85
Hyderabad,Diesel,Manual,First,5,4.88,24,5,hyundai,grand,24,1120,70,35
Kolkata,Petrol,Manual,First,5,1.99,21.1,8,hyundai,eon,21.1,814,55.2,60
Hyderabad,Petrol,Manual,First,5,2.8,20.36,10,hyundai,i10,20.36,1197,78.9,70
Hyderabad,Diesel,Manual,First,7,4.3,15.96,8,mahindra,bolero,15.96,2523,62.1,75
Ahmedabad,Petrol,Manual,First,5,5.9,20.4,5,maruti,swift,20.4,1197,81.8,40
Hyderabad,Diesel,Manual,Second,5,2.4,17.8,11,ford,fiesta,17.8,1399,68,55
Coimbatore,Petrol,Automatic,First,5,7.6,18.9,3,hyundai,grand,18.9,1197,82,22
Hyderabad,Petrol,Automatic,First,5,3.6,17.16,8,maruti,ritz,17.16,1197,85.8,57
Chennai,Petrol,Manual,First,5,2.1,19.7,9,maruti,alto,19.7,796,46.3,75
Mumbai,Petrol,Manual,First,5,6.36,20.89,3,maruti,ignis,20.89,1197,81.8,1
Pune,Petrol,Manual,First,5,4.15,18,7,honda,amaze,18,1198,86.7,47
Delhi,Petrol,Manual,First,5,2.1,19.81,9,hyundai,i10,19.81,1086,68.05,62
Delhi,Diesel,Manual,First,7,6.95,18.49,4,mahindra,tuv,18.49,1493,100,47
Pune,Petrol,Manual,Second,5,2.4,17.5,12,maruti,swift,17.5,1298,85.8,56
Chennai,Petrol,Manual,First,5,2.65,13.2,13,hyundai,accent,13.2,1495,94,55
Pune,Petrol,Manual,First,5,2.1,20.92,8,maruti,alto,20.92,998,67.1,69
Pune,Petrol,Manual,Second,5,2.5,18.6,9,chevrolet,beat,18.6,1199,79.4,65
Chennai,Petrol,Manual,First,5,4,17.57,5,tata,zest,17.57,1193,88.7,40
Kolkata,Diesel,Manual,First,5,4.45,26,6,honda,city,26,1498,98.6,40
Jaipur,Petrol,Manual,First,5,1.5,18.6,10,chevrolet,beat,18.6,1199,79.4,26
Kolkata,Diesel,Manual,First,5,8.41,26.1,5,ford,aspire,26.1,1498,99,2
Hyderabad,Petrol,Manual,First,5,3.65,20.36,8,hyundai,i10,20.36,1197,78.9,45
Coimbatore,Petrol,Manual,First,5,5.89,18.9,4,hyundai,grand,18.9,1197,81.86,37
Hyderabad,Diesel,Manual,First,5,8.45,28.09,4,maruti,ciaz,28.09,1248,88.5,46
Mumbai,Petrol,Automatic,First,5,3.94,23.1,4,maruti,celerio,23.1,998,67.04,47
Hyderabad,Diesel,Manual,First,5,4.1,20,7,ford,figo,20,1399,68,71
Kolkata,Diesel,Manual,First,5,5.25,28.4,5,maruti,dzire,28.4,1248,73.75,28
Ahmedabad,Petrol,Manual,First,5,4.3,18.9,5,hyundai,grand,18.9,1197,81.86,20
Kolkata,Diesel,Manual,First,7,3.9,17.21,7,mahindra,quanto,17.21,1493,100,36
Mumbai,Diesel,Manual,First,6,3.7,25.32,4,mahindra,kuv,25.32,1198,77,34
Jaipur,Petrol,Manual,First,5,2.41,22.74,7,maruti,alto,22.74,796,47.3,86
Hyderabad,Diesel,Manual,Second,5,5.8,23.59,5,toyota,etios,23.59,1364,67.05,116
Kolkata,Petrol,Manual,First,5,1,17.3,11,maruti,zen,17.3,993,60,37
Hyderabad,Petrol,Manual,Second,5,2.15,19.7,9,maruti,alto,19.7,796,46.3,76
Kochi,Petrol,Automatic,First,5,7.89,21.4,2,maruti,baleno,21.4,1197,83.1,21
Mumbai,Petrol,Manual,First,5,6,19,13,ford,freestyle,19,1194,94.68,1
Coimbatore,Petrol,Manual,First,5,7.53,18.6,3,hyundai,elite,18.6,1197,81.86,59
Kochi,Petrol,Manual,First,5,7.74,21.4,3,maruti,baleno,21.4,1197,83.1,25
Bangalore,Petrol,Manual,First,5,2.5,20.36,12,hyundai,i10,20.36,1197,78.9,84
Mumbai,Petrol,Manual,First,5,5.8,21.4,4,maruti,baleno,21.4,1197,83.1,12
Jaipur,Diesel,Manual,First,5,3.9,21.9,8,hyundai,i20,21.9,1396,90,51
Pune,Diesel,Manual,First,7,2.7,13.6,13,mahindra,bolero,13.6,2523,63,92
Hyderabad,Petrol,Manual,First,5,3.2,18.9,8,maruti,wagon,18.9,998,67.1,52
Delhi,Diesel,Manual,First,7,4.85,25.47,7,maruti,ertiga,25.47,1248,88.5,68
Chennai,Diesel,Manual,First,7,8.1,24.52,3,maruti,ertiga,24.52,1248,88.5,80
Chennai,Diesel,Manual,Second,5,2.35,25,4,tata,indigo,25,1396,69.01,78
Pune,Petrol,Manual,First,5,1.8,20.92,8,maruti,alto,20.92,998,67.1,100
Coimbatore,Petrol,Manual,First,5,3.42,21.1,5,hyundai,eon,21.1,814,55.2,31
Mumbai,Petrol,Automatic,First,5,6.1,19.12,6,maruti,ciaz,19.12,1373,91.1,46
Coimbatore,Petrol,Manual,Second,5,3.69,21.1,7,hyundai,eon,21.1,814,55.2,54
Hyderabad,Diesel,Manual,First,5,5.65,28.4,7,maruti,swift,28.4,1248,74,84
Kolkata,Diesel,Manual,First,5,2.5,21.1,9,maruti,ritz,21.1,1248,73.9,77
Kolkata,Petrol,Manual,First,5,3.55,19.1,7,maruti,swift,19.1,1197,85.8,40
Ahmedabad,Diesel,Manual,First,5,4.5,21.79,6,maruti,sx4,21.79,1248,88.73,58
Pune,Diesel,Manual,Third,5,2.25,17.8,12,ford,fiesta,17.8,1399,68,117
Kochi,Petrol,Manual,First,5,3.95,18.5,6,honda,brio,18.5,1198,86.8,41
Bangalore,Petrol,Manual,Third,5,4.95,16.47,5,volkswagen,polo,16.47,1198,73.9,34
Hyderabad,Petrol,Automatic,First,5,8.6,21.4,3,maruti,baleno,21.4,1197,83.1,14
Jaipur,Diesel,Manual,First,5,4,25.8,7,honda,amaze,25.8,1498,98.6,70
Hyderabad,Petrol,Manual,First,5,2.5,22.74,5,maruti,alto,22.74,796,47.3,96
Mumbai,Petrol,Manual,First,5,1.2,19.7,12,maruti,alto,19.7,796,46.3,26
Kolkata,Diesel,Manual,First,5,2.74,21.9,8,hyundai,i20,21.9,1396,90,60
Hyderabad,Diesel,Manual,First,5,3.9,20,7,ford,figo,20,1399,68,65
Ahmedabad,Diesel,Manual,First,5,8,24.3,3,maruti,vitara,24.3,1248,88.5,80
Coimbatore,Diesel,Manual,First,5,5.05,21.1,7,maruti,ritz,21.1,1248,73.9,73
Jaipur,Diesel,Manual,First,5,6.5,19.87,5,renault,duster,19.87,1461,83.8,55
Mumbai,Petrol,Automatic,First,5,4.75,15.5,6,honda,amaze,15.5,1198,86.7,19
Mumbai,Petrol,Manual,Second,5,3.2,17.5,9,maruti,swift,17.5,1197,85.8,14
Kolkata,Petrol,Manual,First,5,3.6,22.5,4,maruti,wagon,22.5,998,67.04,16
Coimbatore,Petrol,Manual,First,5,3.58,16.8,3,maruti,omni,16.8,796,34.2,15
Delhi,Diesel,Manual,First,5,2.5,21.5,9,maruti,sx4,21.5,1248,88.8,75
Ahmedabad,Diesel,Manual,Second,5,3.5,23.5,7,ford,fiesta,23.5,1498,90,96
Mumbai,Petrol,Manual,Second,5,1.75,22.5,10,maruti,wagon,22.5,998,67.04,38
Jaipur,Petrol,Automatic,First,5,7.75,21.4,2,maruti,baleno,21.4,1197,83.1,4
Hyderabad,Petrol,Manual,First,5,6.45,18.7,4,honda,jazz,18.7,1199,88.7,31
Mumbai,Petrol,Manual,First,5,4.5,16.47,6,volkswagen,polo,16.47,1198,74,54
Kolkata,Petrol,Manual,First,5,3.4,17,5,hyundai,i20,17,1197,80,35
Hyderabad,Petrol,Manual,First,5,4.3,18.9,5,maruti,wagon,18.9,998,67.1,45
Chennai,Petrol,Automatic,First,5,3.4,24.07,4,maruti,alto,24.07,998,67.1,57
Delhi,Petrol,Manual,First,5,2.1,24.7,7,maruti,alto,24.7,796,47.3,56
Mumbai,Petrol,Manual,First,5,3.65,18.6,8,maruti,swift,18.6,1197,85.8,15
Kolkata,Petrol,Manual,First,5,3,18.2,6,chevrolet,sail,18.2,1199,82.5,14
Ahmedabad,Diesel,Manual,Second,5,3.95,23,11,hyundai,i20,23,1396,90,68
Kochi,Diesel,Manual,First,5,6.53,21.43,7,toyota,corolla,21.43,1364,87.2,81
Mumbai,Petrol,Automatic,First,5,5.99,16.5,3,honda,brio,16.5,1198,86.8,20
Jaipur,Petrol,Manual,First,5,3.05,16.47,9,volkswagen,polo,16.47,1198,73.9,46
Delhi,Petrol,Manual,First,5,2.4,16.47,10,volkswagen,polo,16.47,1198,73.9,65
Pune,Petrol,Manual,Third,5,1.3,18.2,13,maruti,zen,18.2,998,67.1,42
Kochi,Diesel,Manual,First,5,6.71,23.59,4,toyota,etios,23.59,1364,67.06,36
Chennai,Petrol,Automatic,First,5,5.4,18.9,4,hyundai,grand,18.9,1197,82,18
Kochi,Diesel,Manual,First,5,6.63,22.7,5,ford,ecosport,22.7,1498,89.84,56
Kochi,Petrol,Manual,First,5,5.11,23.1,3,maruti,celerio,23.1,998,67.04,21
Delhi,Petrol,Manual,Second,5,2.35,18.5,11,hyundai,i20,18.5,1197,80,46
Kolkata,Diesel,Manual,First,5,2.85,23.2,8,maruti,ritz,23.2,1248,73.94,39
Jaipur,Petrol,Manual,First,5,3.6,23.84,4,tata,tiago,23.84,1199,84,42
Coimbatore,Petrol,Manual,First,5,6.26,19.1,5,maruti,swift,19.1,1197,85.8,33
Kochi,Diesel,Manual,First,5,5.02,21.9,5,hyundai,i20,21.9,1396,90,64
Mumbai,Petrol,Manual,First,5,3.1,21.5,5,maruti,wagon,21.5,1197,81.8,55
Kolkata,Petrol,Manual,First,5,3.59,19.1,6,maruti,swift,19.1,1197,85.8,33
Kolkata,Diesel,Manual,First,5,4.65,20.4,5,fiat,linea,20.4,1248,91.7,32
Hyderabad,Diesel,Manual,First,5,12.9,25.6,3,honda,city,25.6,1498,98.6,46
Hyderabad,Petrol,Manual,First,5,2.35,14,5,maruti,omni,14,796,35,52
Chennai,Petrol,Manual,First,5,4.15,20.4,5,maruti,swift,20.4,1197,81.8,29
Ahmedabad,Petrol,Manual,First,5,2.65,24.7,4,maruti,alto,24.7,796,47.3,60
Delhi,Petrol,Manual,Second,5,2.25,15.6,10,ford,figo,15.6,1196,70,59
Hyderabad,Diesel,Manual,Second,5,2.41,17.8,10,ford,fiesta,17.8,1399,68,84
Kolkata,Petrol,Manual,First,5,1.02,19.7,11,maruti,alto,19.7,796,46.3,68
Mumbai,Petrol,Manual,First,5,5.65,21.4,3,maruti,baleno,21.4,1197,83.1,15
Pune,Diesel,Manual,Third,5,2.35,20,9,ford,figo,20,1399,68,95
Pune,Diesel,Manual,Second,5,4.1,25.8,6,honda,amaze,25.8,1498,98.6,52
Delhi,Diesel,Manual,First,5,8.45,23,3,ford,ecosport,23,1498,98.96,39
Kolkata,Petrol,Manual,First,5,3.5,23.1,4,maruti,celerio,23.1,998,67.04,25
Jaipur,Petrol,Manual,First,5,6.3,18.6,4,hyundai,i20,18.6,1197,81.83,30
Jaipur,Diesel,Manual,First,5,7.5,26.21,3,maruti,ciaz,26.21,1248,88.5,62
Delhi,Petrol,Manual,First,5,4.65,18,5,honda,amaze,18,1198,86.7,52
Hyderabad,Petrol,Manual,First,5,2.2,20.92,7,maruti,alto,20.92,998,67.1,90
Kochi,Diesel,Manual,First,5,5.22,28.4,4,maruti,swift,28.4,1248,74,62
Chennai,Diesel,Manual,Third,5,2,19.2,9,mahindra,logan,19.2,1461,65,128
Coimbatore,Petrol,Manual,First,4,1.74,26,7,tata,nano,26,624,35,37
Coimbatore,Petrol,Manual,First,5,4.95,18.16,3,ford,figo,18.16,1196,86.8,39
Delhi,Diesel,Manual,First,5,5.64,22.54,6,hyundai,i20,22.54,1396,88.73,55
Chennai,Petrol,Manual,First,5,1.5,16.9,14,honda,city,16.9,1497,100,109
Chennai,Petrol,Manual,Third,5,1.2,19.7,12,maruti,alto,19.7,796,46.3,68
Mumbai,Petrol,Automatic,First,5,2.9,19.2,9,hyundai,i10,19.2,1197,80,54
Delhi,Diesel,Manual,Second,5,7.85,28.09,4,maruti,ciaz,28.09,1248,88.5,38
Kolkata,Diesel,Manual,First,9,4.75,13.58,8,chevrolet,tavera,13.58,2499,78,67
Kolkata,Petrol,Manual,First,5,4.65,20.4,3,maruti,swift,20.4,1197,81.8,13
Delhi,Petrol,Manual,First,5,4.95,18.6,5,hyundai,i20,18.6,1197,81.83,50
Kolkata,Petrol,Manual,First,5,2.99,23.1,5,maruti,celerio,23.1,998,67.04,30
Pune,Petrol,Manual,Second,4,0.75,23.9,9,tata,nano,23.9,624,37.48,50
Chennai,Diesel,Manual,Second,5,5,22.77,6,ford,ecosport,22.77,1498,98.59,72
Coimbatore,Diesel,Manual,First,8,5.5,18.2,5,chevrolet,enjoy,18.2,1248,73.74,57
Jaipur,Diesel,Manual,First,5,5.11,20.14,5,volkswagen,polo,20.14,1498,88.8,63
Mumbai,Petrol,Manual,First,5,2.19,16.25,8,skoda,fabia,16.25,1198,75,27
Mumbai,Diesel,Manual,First,5,5.65,19.87,6,nissan,terrano,19.87,1461,83.14,51
Kochi,Petrol,Manual,First,5,3.2,20.36,8,hyundai,i10,20.36,1197,78.9,42
Bangalore,Diesel,Manual,First,5,4.5,23,8,hyundai,i20,23,1396,90,67
Pune,Diesel,Manual,Second,5,4.5,25.8,6,honda,amaze,25.8,1498,98.6,48
Coimbatore,Diesel,Manual,First,5,4.1,20.14,5,volkswagen,polo,20.14,1498,88.8,56
Kochi,Petrol,Automatic,First,5,7.22,21.4,3,maruti,baleno,,1197,83.1,36
Hyderabad,Diesel,Manual,First,5,5.8,22.9,6,maruti,swift,,1248,74,85
Bangalore,Diesel,Manual,Second,5,6.35,22.7,7,ford,ecosport,,1498,89.84,36
Hyderabad,Petrol,Manual,Second,5,2,18.6,10,chevrolet,beat,,1199,79.4,111
Kolkata,Petrol,Manual,Second,5,2.3,18.9,6,hyundai,grand,,1197,82,44
Coimbatore,Petrol,Manual,First,5,6.16,19.1,4,hyundai,xcent,,1197,81.86,21
Delhi,Petrol,Manual,First,5,2.85,20.36,8,hyundai,i10,,1197,78.9,59
Chennai,Diesel,Manual,First,9,4.5,14.95,4,mahindra,xylo,,2489,93.7,150
Delhi,Diesel,Manual,First,5,5,26.59,5,maruti,swift,,1248,74,53
Ahmedabad,Petrol,Manual,First,5,3.67,20.36,6,hyundai,i10,,1197,78.9,47
Coimbatore,Petrol,Manual,First,5,6.34,18.9,2,hyundai,grand,,1197,82,20
Jaipur,Diesel,Manual,Second,5,2.35,21.1,11,maruti,ritz,,1248,73.9,73
Delhi,Diesel,Manual,Second,5,2.65,22.07,8,volkswagen,polo,,1199,73.9,74
Kochi,Petrol,Manual,First,5,3.16,20.36,9,hyundai,i10,,1197,78.9,65
Jaipur,Petrol,Manual,Second,5,2.05,19,11,maruti,a-star,,998,66.1,65
Hyderabad,Petrol,Manual,First,5,3.9,20.51,6,maruti,wagon,,998,67.04,55
Coimbatore,Diesel,Manual,Second,7,6.68,24.2,3,honda,mobilio,,1498,98.6,50
Jaipur,Petrol,Manual,Second,5,3.5,21.1,3,hyundai,eon,,814,55.2,52
Delhi,Diesel,Manual,First,5,8.3,28.09,3,maruti,ciaz,,1248,88.5,25
Delhi,Diesel,Manual,First,5,7.85,24.3,3,maruti,vitara,,1248,88.5,40
Kolkata,Diesel,Manual,First,5,3.75,24,6,hyundai,grand,,1120,70,25
Delhi,Diesel,Manual,First,7,7.65,25.47,3,maruti,ertiga,,1248,88.5,65
Ahmedabad,Petrol,Manual,First,5,4.9,17,7,hyundai,i20,,1197,80,40
Kochi,Petrol,Manual,First,5,6.75,20.73,4,maruti,ciaz,,1373,91.1,51
Pune,Diesel,Manual,First,5,4.25,21.9,8,hyundai,i20,,1396,90,64
Coimbatore,Petrol,Manual,Second,5,6,17,5,hyundai,i20,,1197,80,29
Ahmedabad,Petrol,Manual,First,5,2.41,16.1,12,maruti,swift,,1298,88.2,52
Hyderabad,Petrol,Automatic,First,5,7.25,19,5,honda,jazz,,1199,88.7,33
Delhi,Petrol,Manual,First,5,6.5,21.4,4,maruti,baleno,,1197,83.1,27
Hyderabad,Petrol,Manual,First,5,3.2,25.17,4,renault,kwid,,799,53.3,73
Coimbatore,Petrol,Manual,First,5,6.42,18.16,3,ford,figo,,1196,86.8,21
Pune,Diesel,Manual,First,7,7.75,15.4,6,mahindra,scorpio,,2523,75,87
Jaipur,Diesel,Manual,First,5,9,24.3,3,maruti,vitara,,1248,88.5,48
Kochi,Diesel,Manual,First,5,5.92,24,3,hyundai,grand,,1186,73.97,20
Kolkata,Diesel,Manual,First,5,6.29,20.14,4,volkswagen,polo,,1498,88,22
Kochi,Petrol,Manual,First,5,4.12,18,6,honda,amaze,,1198,86.7,66
Ahmedabad,Petrol,Manual,First,5,2.7,17.92,6,hyundai,santro,,1086,62.1,41
Delhi,Petrol,Manual,First,5,3.9,18,6,honda,amaze,,1198,86.7,69
Jaipur,Diesel,Manual,First,5,3.9,21.9,7,hyundai,i20,,1396,88.76,51
Chennai,Diesel,Manual,First,5,3.12,18.5,8,ford,figo,,1399,68,72
Pune,Petrol,Manual,First,5,1.65,14,13,maruti,wagon,,1061,64,83
Kolkata,Petrol,Manual,First,5,3.5,19.1,5,hyundai,xcent,,1197,81.86,39
Kolkata,Petrol,Manual,Second,5,2,20.36,13,hyundai,i10,,1197,78.9,71
Kolkata,Diesel,Manual,First,5,2.25,20,9,ford,figo,,1399,68,60
Kolkata,Petrol,Manual,First,5,3.45,19.1,6,hyundai,xcent,,1197,81.86,42
Kochi,Petrol,Manual,First,5,6.14,18.6,4,hyundai,i20,,1197,81.83,61
Hyderabad,Diesel,Manual,First,5,4,28.4,9,maruti,dzire,,1248,73.75,110
Delhi,Diesel,Manual,First,5,6.96,27.39,3,maruti,baleno,,1248,74,33
Jaipur,Petrol,Manual,First,5,3,21.1,4,hyundai,eon,,814,55.2,70
Delhi,Diesel,Manual,First,5,3.6,20.14,8,volkswagen,polo,,1498,88,68
Coimbatore,Diesel,Manual,Second,5,3.7,25.44,6,chevrolet,beat,,936,57.6,55
Coimbatore,Petrol,Manual,Second,5,3.19,24.07,9,maruti,alto,,998,67.1,46
Coimbatore,Petrol,Manual,First,5,6.2,20.14,5,hyundai,xcent,,1197,81.86,65
Coimbatore,Petrol,Manual,First,5,3.96,19.81,7,hyundai,i10,,1086,68.05,64
Jaipur,Diesel,Manual,First,5,4.5,23.4,4,maruti,swift,,1248,74,80
Mumbai,Diesel,Manual,First,5,3.55,25.4,3,hyundai,xcent,,1186,73.97,69
Chennai,Diesel,Manual,First,5,5.5,22.71,6,nissan,sunny,,1461,84.8,79
Pune,Petrol,Manual,Second,5,3.5,18.5,6,maruti,ritz,,1197,85.8,25
Delhi,Diesel,Manual,First,5,3.1,23.08,6,renault,pulse,,1461,63.12,67
Hyderabad,Petrol,Manual,First,5,3.25,17.5,10,skoda,fabia,,1198,75,78
Mumbai,Diesel,Manual,First,5,8.99,23,3,ford,ecosport,,1498,98.96,30
Delhi,Diesel,Manual,First,7,7.75,12.99,8,toyota,innova,,2494,100,62
Delhi,Petrol,Manual,Second,5,4.5,17.57,3,tata,zest,,1193,88.7,47
Jaipur,Diesel,Manual,First,5,5.25,26.59,5,maruti,swift,,1248,74,144
Chennai,Petrol,Automatic,Second,5,2.8,19.34,7,nissan,micra,,1198,76,89
Coimbatore,Petrol,Automatic,First,5,8.47,21.4,2,maruti,baleno,,1197,83.1,38
Coimbatore,Diesel,Manual,First,5,9.32,26.21,2,maruti,ciaz,,1248,88.5,68
Delhi,Diesel,Manual,First,7,6.5,24.5,5,honda,mobilio,,1498,98.6,31
Chennai,Petrol,Manual,Second,5,4.2,17.6,7,toyota,etios,,1496,88.8,67
Kochi,Diesel,Manual,First,5,3.85,25.44,7,chevrolet,beat,,936,57.6,44
Hyderabad,Petrol,Manual,First,5,1.65,19.7,13,maruti,alto,,796,46.3,76
Kochi,Diesel,Manual,First,5,9.38,24.3,3,maruti,vitara,,1248,88.5,45
Kochi,Petrol,Manual,First,5,4.78,18.9,4,hyundai,grand,,1197,82,59
Pune,Petrol,Manual,Second,5,2.75,17,10,hyundai,i20,,1197,80,72
Mumbai,Petrol,Manual,First,5,1.5,14,9,maruti,omni,,796,35,39
Kochi,Petrol,Manual,First,5,3.8,24.7,1,maruti,alto,,796,47.3,19
Jaipur,Petrol,Manual,First,5,2.15,19.81,9,hyundai,i10,,1086,68.05,70
Hyderabad,Petrol,Manual,Second,5,1.85,17.92,13,hyundai,santro,,1086,62.1,69
Kolkata,Diesel,Manual,First,7,5.99,20.77,6,maruti,ertiga,,1248,88.76,47
Kochi,Diesel,Manual,First,5,3.82,18.6,5,ford,fiesta,,1388,67,69
Hyderabad,Diesel,Manual,First,5,2.2,22.3,8,tata,indica,,1248,74,137
Ahmedabad,Diesel,Manual,First,5,4,24,6,hyundai,grand,,1120,70,116
Coimbatore,Petrol,Automatic,First,5,3.83,16.95,9,hyundai,i10,,1197,78.9,32
Kochi,Petrol,Manual,First,5,5.89,16.1,4,maruti,swift,,1197,85,19
Kolkata,Petrol,Manual,First,5,1.36,17.92,10,hyundai,santro,,1086,62.1,35
Ahmedabad,Diesel,Manual,First,5,4.25,23.4,8,maruti,swift,,1248,74,56
Pune,Diesel,Manual,First,5,6,28.4,2,maruti,swift,,1248,74,30
Chennai,Petrol,Manual,Third,5,0.95,17.3,17,maruti,wagon,,1061,64,101
Hyderabad,Petrol,Manual,First,5,2.2,14,13,maruti,wagon,,1061,64,84
Mumbai,Petrol,Manual,First,5,5.75,18.6,3,hyundai,i20,,1197,81.83,14
Mumbai,Diesel,Manual,First,5,4.05,21.64,8,nissan,sunny,,1461,84.8,38
Kolkata,Diesel,Manual,First,5,8.75,24.3,2,maruti,vitara,,1248,88.5,2
Hyderabad,Diesel,Manual,First,5,4.79,19.3,4,maruti,swift,,1248,73.9,69
Jaipur,Petrol,Manual,First,5,1.15,18.9,14,maruti,wagon,,998,67.1,145
Pune,Diesel,Manual,First,5,7.45,25.1,6,honda,city,,1498,98.6,71
Jaipur,Petrol,Manual,First,5,3.5,21.1,3,hyundai,eon,,814,55.2,12
Coimbatore,Diesel,Manual,First,7,7.57,17.45,3,mahindra,nuvosport,,1493,100,37
Hyderabad,Petrol,Manual,First,5,4.4,18.5,8,maruti,ritz,,1197,85.8,68
Kolkata,Petrol,Manual,First,5,1.6,18.6,10,chevrolet,beat,,1199,79.4,30
Pune,Petrol,Manual,First,5,4.9,19.1,6,maruti,swift,,1197,85.8,68
Delhi,Diesel,Manual,First,7,5.95,20.77,6,maruti,ertiga,,1248,88.8,52
Coimbatore,Diesel,Manual,First,5,5.35,20.45,5,renault,duster,,1461,83.8,63
Hyderabad,Petrol,Automatic,First,5,5.4,15.5,6,honda,amaze,,1198,86.7,57
Hyderabad,Diesel,Manual,Second,5,1.9,18.7,18,skoda,octavia,,1896,66,99
Pune,Diesel,Manual,First,5,6.1,25.8,4,honda,amaze,,1498,98.6,62
Hyderabad,Petrol,Manual,Second,5,2.5,21.1,7,hyundai,eon,,814,55.2,84
Kochi,Petrol,Manual,First,5,3.48,22.7,2,datsun,redi-go,,799,53.64,30
Chennai,Diesel,Manual,First,5,4.4,22.9,8,maruti,swift,,1248,74,78
Coimbatore,Diesel,Manual,First,5,5.17,23.4,6,maruti,swift,,1248,74,67
Kochi,Petrol,Manual,First,5,3.12,19.81,7,hyundai,i10,,1086,68.05,56
Hyderabad,Diesel,Manual,First,8,12.6,12.99,7,toyota,innova,,2494,100,114
Kochi,Diesel,Manual,First,5,6.61,23.4,5,maruti,swift,,1248,74,35
Mumbai,Diesel,Manual,First,8,4.75,12.99,12,toyota,innova,,2494,100,70
Hyderabad,Diesel,Manual,First,10,5.5,14.8,5,chevrolet,tavera,,2499,80,120
Mumbai,Petrol,Manual,First,5,1.95,20.36,12,hyundai,i10,,1197,78.9,38
Kolkata,Petrol,Manual,First,5,2.2,20.36,9,hyundai,i10,,1197,78.9,37
Bangalore,Petrol,Manual,Second,5,4.35,18,7,honda,amaze,,1198,86.7,44
Pune,Petrol,Automatic,First,5,4.5,23.1,4,maruti,celerio,,998,67.04,54
Chennai,Petrol,Manual,First,5,3.55,18.9,7,hyundai,grand,,1197,82,90
Kolkata,Diesel,Manual,First,5,4.75,19.3,5,maruti,swift,,1248,73.9,35
Coimbatore,Petrol,Manual,Second,5,4.52,20.36,8,hyundai,i10,,1197,78.9,47
Bangalore,Diesel,Manual,First,5,6.5,20.45,6,nissan,terrano,,1461,83.8,87
Mumbai,Petrol,Automatic,First,5,4.15,22.5,4,maruti,wagon,,998,67,8
Pune,Petrol,Manual,First,5,5.4,18.6,4,hyundai,i20,,1197,81.83,20
Mumbai,Petrol,Manual,First,5,3.15,24.07,4,maruti,alto,,998,67.1,13
Delhi,Petrol,Manual,First,5,5.95,18.6,4,hyundai,i20,,1197,81.83,38
Coimbatore,Petrol,Automatic,First,5,6.97,23.84,1,tata,tiago,,1199,83.83,15
Hyderabad,Petrol,Manual,First,5,3.2,20.36,9,hyundai,i10,,1197,78.9,60
Bangalore,Diesel,Manual,First,5,6.69,20.46,7,renault,duster,,1461,83.8,75
Kolkata,Petrol,Manual,First,5,2.25,18.5,11,hyundai,i20,,1197,80,30
Kolkata,Diesel,Manual,First,5,4.5,23.4,7,maruti,swift,,1248,74,22
Pune,Petrol,Manual,First,5,2.61,22,5,hyundai,eon,,814,55,55
Jaipur,Petrol,Manual,First,4,0.5,26,10,tata,nano,,624,35,57
Kolkata,Diesel,Manual,Second,5,5.75,26.21,5,maruti,ciaz,,1248,88.5,62
Jaipur,Petrol,Manual,First,5,2.75,21.1,5,hyundai,eon,,814,55.2,38
Kochi,Petrol,Manual,First,5,4.92,19.4,4,honda,brio,,1198,86.8,38
Pune,Diesel,Manual,First,5,3.52,23.2,8,maruti,ritz,,1248,73.94,23
Pune,Diesel,Manual,First,5,5.8,26.59,4,maruti,swift,,1248,74,39
Hyderabad,Diesel,Manual,First,5,6.95,23.4,7,maruti,swift,,1248,74,84
Kolkata,Petrol,Manual,First,5,2.4,16.95,7,renault,scala,,1498,97.6,45
Ahmedabad,Petrol,Manual,First,5,4.25,17.5,8,maruti,swift,,1298,85.8,55
Jaipur,Diesel,Manual,First,5,1.5,19.09,12,tata,indigo,,1396,69,128
Jaipur,Diesel,Manual,First,5,4.5,24,4,hyundai,grand,,1120,70,46
Pune,Diesel,Manual,First,5,2.5,22.3,6,tata,indica,,1248,74,180
Chennai,Diesel,Manual,Third,5,1.55,17.8,14,ford,fiesta,,1399,68,89
Pune,Diesel,Manual,First,5,6.5,19.87,4,renault,duster,,1461,83.8,54
Kochi,Diesel,Manual,First,5,4.96,24,5,hyundai,grand,,1120,70,66
Bangalore,Petrol,Manual,First,5,3.25,19.4,8,honda,brio,,1198,86.8,60
Bangalore,Petrol,Manual,Second,5,2.75,24.7,6,maruti,alto,,796,47.3,73
Hyderabad,Diesel,Manual,First,7,7,20.77,7,maruti,ertiga,,1248,88.8,120
Pune,Petrol,Manual,Third,5,0.8,16.8,15,hyundai,getz,,1341,83,91
Coimbatore,Petrol,Automatic,Second,5,5.91,18.9,5,hyundai,grand,,1197,82,33
Coimbatore,Petrol,Manual,First,5,6.44,18.9,1,hyundai,grand,,1197,81.86,13
Jaipur,Petrol,Manual,First,5,4.6,18.9,5,hyundai,grand,,1197,82,14
